app,category,rating,reviews,size_mb,installs,type,price,content_rating,genre,updated,version,android
Quiz&Learn Python,EDUCATION,4,304,2,10000,Free,0,Everyone,Education,"July 4, 2016",1.3.0,4.0 and up
FiSwitch,TOOLS,4.8,615,2,10000,Paid,1.99,Everyone,Tools,"July 24, 2018",5.2,5.0 and up
X Home Bar - Home Bar Gesture Pro,TOOLS,4,88,2,10000,Paid,1.99,Everyone,Tools,"July 2, 2018",1.5,4.3 and up
I am Rich Premium Plus,FINANCE,4.6,459,2,10000,Paid,18.99,Everyone,Finance,"February 17, 2018",1.1,4.0.3 and up
BR Ambedkar Biography & Quotes,BOOKS_AND_REFERENCE,4.6,156,2.1,10000,Free,0,Everyone,Books & Reference,"June 11, 2018",2,2.3 and up
Pi Dark [substratum],PERSONALIZATION,4.5,189,2.1,10000,Free,0,Everyone,Personalization,"March 27, 2018",1.1,NaN
DZ Blagues,FAMILY,4.2,580,2.1,10000,Free,0,Everyone,Entertainment,"December 19, 2012",1.3,2.1 and up
A/C REFRIGERANT CAPACITY,BUSINESS,1.7,84,2.1,10000,Free,0,Everyone,Business,"October 28, 2014",1,4.1 and up
C BOOK-C PROGRAMS,FAMILY,4.8,138,2.1,10000,Free,0,Everyone,Education,"September 22, 2017",1,3.0 and up
Crack the blue angry birds egg,FAMILY,3.2,85,2.1,10000,Free,0,Everyone,Puzzle,"April 22, 2016",1.0.0,2.1 and up
CASE K-12 Math English Science,FAMILY,4.6,60,2.1,10000,Free,0,Everyone,Education,"May 1, 2016",1,2.2 and up
Manga - read Thai translation,COMICS,4.6,302,2.2,10000,Free,0,Teen,Comics,"July 3, 2018",1,4.0 and up
T Uploader,FAMILY,4.1,75,2.2,10000,Free,0,Everyone,Education,"November 24, 2017",0.1.5,4.0 and up
Curriculum Vitae - Resume CV,PRODUCTIVITY,2.6,80,2.2,10000,Free,0,Everyone,Productivity,"May 11, 2017",2.129.12,4.1 and up
All Type Ac Repair & Services,LIFESTYLE,4.3,45,2.2,10000,Free,0,Everyone,Lifestyle,"December 26, 2017",0.8,4.1 and up
codeEazy - C/C++/JAVA,FAMILY,4.6,130,2.2,10000,Free,0,Everyone,Education,"April 4, 2016",1.0.3,4.0.3 and up
Learn R Language Easy Way,FAMILY,4.1,17,2.2,10000,Free,0,Everyone,Education,"September 24, 2017",1.22,4.0.3 and up
Truck Chat & CB for Truckers,MAPS_AND_NAVIGATION,2.7,89,2.3,10000,Free,0,Mature 17+,Maps & Navigation,"July 31, 2018",1.0.10.5,4.0.3 and up
Leica Q,PHOTOGRAPHY,3.1,133,2.3,10000,Free,0,Everyone,Photography,"May 8, 2018",1.0.2.1,4.0 and up
dB Sound Level Meter,TOOLS,3.9,203,2.3,10000,Free,0,Everyone,Tools,"March 3, 2017",1.08,3.0 and up
Red River CU,FINANCE,3.3,343,2.3,10000,Free,0,Everyone,Finance,"June 21, 2017",2.79,2.2 and up
Android P Launcher 9.0 launcher,TOOLS,4,164,2.3,10000,Free,0,Everyone,Tools,"April 23, 2018",1,5.0 and up
Share G - Images Sharing - Wallpapers App,SOCIAL,4.4,120,2.3,10000,Free,0,Teen,Social,"October 5, 2017",1,4.0.3 and up
Axxess Updater,TOOLS,3.9,56,2.3,10000,Free,0,Everyone,Tools,"December 19, 2016",1.3.2,3.1 and up
Low Blood Pressure Symptoms,MEDICAL,4.2,28,2.3,10000,Free,0,Everyone,Medical,"January 20, 2015",1,3.0 and up
What's Your CS:GO rank?,GAME,2.3,278,2.4,10000,Free,0,Teen,Trivia,"February 11, 2017",1,2.3 and up
3G to 4G Converter - Simulator,TOOLS,4.2,268,2.4,10000,Free,0,Everyone,Tools,"February 21, 2018",3.0.0,4.1 and up
Access Point Names,COMMUNICATION,4,138,2.4,10000,Free,0,Everyone,Communication,"August 12, 2014",1,2.3.3 and up
BN Bank Mobilbank,FINANCE,3.1,72,2.4,10000,Free,0,Everyone,Finance,"February 13, 2018",2.0.9,4.0 and up
DW Spectrum™ IP VMS,BUSINESS,3.4,102,2.4,10000,Free,0,Everyone,Business,"April 14, 2016",2.5.0-prod,2.2 and up
Ray Financial Calculator Pro,FINANCE,4,67,2.4,10000,Paid,2.99,Everyone,Finance,"July 3, 2017",4,3.2 and up
iCam - Webcam Video Streaming,TOOLS,3.7,770,2.4,10000,Paid,4.99,Everyone,Tools,"October 7, 2016",1.6.7,2.3 and up
Benefits of olive oil with garlic,LIBRARIES_AND_DEMO,NaN,25,2.5,10000,Free,0,Everyone,Libraries & Demo,"June 23, 2018",1,4.0.3 and up
Poop Tracker - Toilet Log,HEALTH_AND_FITNESS,4.4,622,2.5,10000,Free,0,Everyone,Health & Fitness,"May 9, 2018",1.3.3,4.4 and up
TNEB Reading,TOOLS,4.1,28,2.5,10000,Free,0,Everyone,Tools,"October 19, 2017",1.3,4.1 and up
DG Video Editor,VIDEO_PLAYERS,4,486,2.5,10000,Free,0,Everyone,Video Players & Editors,"September 6, 2016",1.0.3,4.4 and up
Casper Ssinema,VIDEO_PLAYERS,3.3,1261,2.5,10000,Free,0,Everyone,Video Players & Editors,"October 30, 2014",1,2.3 and up
DMR BrandMeister Tool,COMMUNICATION,3.3,78,2.5,10000,Free,0,Everyone,Communication,"March 31, 2018",4.5,6.0 and up
Night Camera Blur Effect,PHOTOGRAPHY,3.6,100,2.5,10000,Free,0,Everyone,Photography,"August 5, 2018",4.2,4.2 and up
Access Point Finder,LIFESTYLE,4,22,2.5,10000,Free,0,Everyone,Lifestyle,"September 6, 2016",1,3.0 and up
FH WiFiCam,PHOTOGRAPHY,2.6,201,2.5,10000,Free,0,Everyone,Photography,"May 2, 2017",2.1,4.1 and up
BF Abstract 3d Pictures,FAMILY,4.2,72,2.5,10000,Free,0,Teen,Entertainment,"June 18, 2015",5.1,3.0 and up
Hidden Camera Detector,TOOLS,3.9,167,2.5,10000,Free,0,Everyone,Tools,"November 8, 2017",1,4.0.3 and up
J - Style Pro,HEALTH_AND_FITNESS,2.3,74,2.6,10000,Free,0,Everyone,Health & Fitness,"January 20, 2016",1.1,4.3 and up
DV-LOTTERY 2019 REGISTRATION,FAMILY,4.5,97,2.6,10000,Free,0,Everyone,Entertainment,"January 20, 2018",3,4.0 and up
Maher EL Mouaikly - Offline,FAMILY,4.6,166,2.6,10000,Free,0,Everyone,Entertainment,"May 24, 2017",1.1.0,3.1 and up
Keyboard Theme Gate Flat BW,PERSONALIZATION,4.5,75,2.6,10000,Free,0,Mature 17+,Personalization,"May 26, 2016",2,4.0.3 and up
Barcelona Live - Goal Score & News for Barca Fans,SPORTS,4.4,38,2.6,10000,Free,0,Everyone,Sports,"August 17, 2017",1,4.0 and up
DV-2019 Results,FAMILY,4.3,158,2.6,10000,Free,0,Everyone,Entertainment,"June 14, 2018",17,4.0 and up
Morse Trainer for Ham Radio,COMMUNICATION,4.6,265,2.6,10000,Paid,2.99,Everyone,Communication,"January 6, 2018",2.28,2.3 and up
I am rich VIP,LIFESTYLE,3.8,411,2.6,10000,Paid,299.99,Everyone,Lifestyle,"July 21, 2018",1.1.1,4.3 and up
EMI/FD/RD/PV/IRR/BEP/EOQ Calc,FINANCE,4.5,58,2.7,10000,Free,0,Everyone,Finance,"December 9, 2015",1.6.3,3.0 and up
Anonymous caller detection,BOOKS_AND_REFERENCE,NaN,161,2.7,10000,Free,0,Everyone,Books & Reference,"July 13, 2018",1,2.3 and up
Check Vehicle Tax,AUTO_AND_VEHICLES,3.9,295,2.7,10000,Free,0,Everyone,Auto & Vehicles,"July 30, 2018",0.2.1,4.4 and up
AP Stamps and Registration,BOOKS_AND_REFERENCE,3.4,82,2.7,10000,Free,0,Everyone,Books & Reference,"March 27, 2018",2,3.0 and up
BL Community Icon Pack,PERSONALIZATION,4,289,2.7,10000,Free,0,Everyone,Personalization,"May 6, 2013",1.01,2.1 and up
DICT.fr Mobile,BUSINESS,NaN,20,2.7,10000,Free,0,Everyone,Business,"July 17, 2018",2.1.10,4.1 and up
ODTMobile,BUSINESS,3.4,15,2.7,10000,Free,0,Everyone,Business,"March 10, 2016",3.2,2.2 and up
BT One Phone Mobile App,COMMUNICATION,3.5,33,2.7,10000,Free,0,Everyone,Communication,"September 18, 2017",2.2.6,4.1 and up
Bluetooth Control BT->uC FREE,TOOLS,3.8,67,2.7,10000,Free,0,Everyone,Tools,"June 6, 2016",1.9.0,3.0 and up
CM FILE MANAGER Pro,BUSINESS,4.2,2359,2.7,10000,Paid,2.99,Everyone,Business,"February 16, 2016",1.16.9,1.6 and up
"Unlimited Group Links - Whatsapp, FB, Telegram",SOCIAL,3.4,44,2.8,10000,Free,0,Mature 17+,Social,"July 3, 2018",4,4.0.3 and up
Fulham FC,SPORTS,4.3,401,2.8,10000,Free,0,Everyone,Sports,"August 9, 2017",5,2.3 and up
Bg TV Online,FAMILY,2.3,50,2.8,10000,Free,0,Everyone,Entertainment,"October 21, 2017",1.2,4.1 and up
AK47 Assault Rifle,TOOLS,3.9,54,2.8,10000,Free,0,Everyone,Tools,"May 2, 2015",1.0.0.1,2.2 and up
Proverbes du monde,FAMILY,NaN,38,2.8,10000,Free,0,Everyone,Entertainment,"March 12, 2018",1.1.2.0,1.6 and up
DB Sound Meter: Measure Noise Level- Decibel Meter,TOOLS,4.3,824,2.8,10000,Free,0,Everyone,Tools,"December 13, 2017",1.0.1,4.1 and up
BD All Sim Offer,BOOKS_AND_REFERENCE,4.5,197,2.8,10000,Free,0,Everyone,Books & Reference,"January 3, 2017",1.2,4.1 and up
AP Manager,TOOLS,4,177,2.8,10000,Free,0,Everyone,Tools,"May 4, 2015",1.0.8,2.3 and up
DroidAdmin for Android - Advice,EVENTS,4.2,811,2.8,10000,Free,0,Everyone,Events,"May 29, 2018",3.8,4.0 and up
Southland CU,FINANCE,3.8,109,2.8,10000,Free,0,Everyone,Finance,"July 20, 2017",1.1,2.3 and up
R Language Reference Guide,BOOKS_AND_REFERENCE,3.9,54,2.8,10000,Free,0,Everyone,Books & Reference,"December 24, 2017",1.11,4.0 and up
Keyboard Theme Dusk BK Purple,PERSONALIZATION,4.5,248,2.8,10000,Free,0,Mature 17+,Personalization,"May 23, 2016",9,4.0.3 and up
ek tuhi,VIDEO_PLAYERS,4.7,316,2.8,10000,Free,0,Everyone,Video Players & Editors,"July 4, 2014",1,4.0 and up
Baby Names,PARENTING,4.5,86,2.8,10000,Free,0,Everyone,Parenting,"August 3, 2018",1.7,4.0.3 and up
Lite Messenger for Facebook Lite,SOCIAL,3.8,108,2.8,10000,Free,0,Teen,Social,"May 28, 2018",3.1,4.2 and up
BG Monitor Diabetes,MEDICAL,4.4,643,2.8,10000,Free,0,Everyone,Medical,"April 23, 2017",8.0.1,4.4 and up
Lab Values + Medical Reference,MEDICAL,4.5,133,2.8,10000,Paid,2.99,Everyone,Medical,"August 2, 2014",3,2.3 and up
"Secrets of beauty, youth and health",BEAUTY,NaN,77,2.9,10000,Free,0,Mature 17+,Beauty,"August 8, 2017",2,2.3 and up
Step By Step Hairstyles For Women,BEAUTY,4.1,66,2.9,10000,Free,0,Everyone,Beauty,"April 5, 2018",3.1.89,4.0.3 and up
Travis CU,FINANCE,2,207,2.9,10000,Free,0,Everyone,Finance,"February 16, 2018",1.0.0.9,4.4 and up
Step By Step Eyes Makeup Tutorial,BEAUTY,4.4,74,2.9,10000,Free,0,Everyone,Beauty,"April 5, 2018",2.3.09,4.0.3 and up
CF cal,TOOLS,4.3,123,2.9,10000,Free,0,Everyone,Tools,"February 9, 2016",1.0.6,4.0 and up
CP Calculator,FAMILY,4.1,187,2.9,10000,Free,0,Everyone,Entertainment,"September 13, 2016",3.21,4.1 and up
CP Creepypasta,FAMILY,3.8,128,2.9,10000,Free,0,Teen,Entertainment,"July 11, 2016",1.0.2,4.0.3 and up
Eyes Makeup Beauty Tips,BEAUTY,4.2,30,2.9,10000,Free,0,Everyone,Beauty,"April 9, 2018",3.3.9,4.0.3 and up
Deep Sleep Battery Saver Pro,TOOLS,3.9,1417,2.9,10000,Paid,3.28,Everyone,Tools,"August 15, 2017",5.1,4.1 and up
Pedi STAT,MEDICAL,4.6,129,2.9,10000,Paid,5.49,Everyone,Medical,"April 6, 2018",3.0.1.0,4.1 and up
Pedi STAT,MEDICAL,4.6,129,2.9,10000,Paid,5.49,Everyone,Medical,"April 6, 2018",3.0.1.0,4.1 and up
CV Maker,PERSONALIZATION,3.2,114,3,10000,Free,0,Everyone,Personalization,"March 18, 2016",1.02,4.0.3 and up
JNews DZ - Algerian Newspapers,NEWS_AND_MAGAZINES,4,146,3,10000,Free,0,Everyone,News & Magazines,"July 16, 2016",2.4,2.3 and up
R+F PULSE,BUSINESS,3.4,58,3,10000,Free,0,Everyone,Business,"April 21, 2017",1,4.4 and up
DSLR camera - Auto Focus and Blur Professional,PHOTOGRAPHY,3.4,30,3,10000,Free,0,Everyone,Photography,"April 18, 2018",5.1.2,4.0.3 and up
Latest Barcelona News 24h,NEWS_AND_MAGAZINES,4.5,104,3,10000,Free,0,Everyone,News & Magazines,"January 6, 2018",1.3,4.0 and up
DB Busradar NRW,MAPS_AND_NAVIGATION,3.7,78,3,10000,Free,0,Everyone,Maps & Navigation,"April 12, 2017",1.0.2,2.2 and up
Ek Bander Ne Kholi Dukan,FAMILY,5,10,3,10000,Free,0,Everyone,Entertainment,"June 26, 2017",1.0.9,4.0 and up
Sermon on Proverbs CH Spurgeon,GAME,4.8,35,3.1,10000,Free,0,Everyone,Trivia,"July 29, 2016",1.0.0,4.0 and up
Kids Paint Free - Drawing Fun,ART_AND_DESIGN,4.7,121,3.1,10000,Free,0,Everyone,Art & Design;Creativity,"July 3, 2018",2.8,4.0.3 and up
Girls hairstyles 2018,BEAUTY,4.2,62,3.1,10000,Free,0,Everyone,Beauty,"May 28, 2018",1.9.2,4.0.3 and up
Q-Tech Companion App,FOOD_AND_DRINK,1.8,17,3.1,10000,Free,0,Everyone,Food & Drink,"March 8, 2017",1.6.3,4.4 and up
Remote EX for NISSAN,COMMUNICATION,2.3,223,1,5000,Paid,1.49,Everyone,Communication,"July 26, 2014",1.3,3.0 and up
Let us C - Example Programs,FAMILY,4.3,36,1.1,5000,Free,0,Everyone,Education,"August 30, 2017",1.2,3.0 and up
Add-On: bq (a),PRODUCTIVITY,3.6,26,1.2,5000,Free,0,Everyone,Productivity,"May 19, 2015",10.0.3086,4.0 and up
X-Plane to GPS,TOOLS,4.2,161,1.2,5000,Paid,0.99,Everyone,Tools,"March 4, 2018",1.62,4.4 and up
BW-GnuGo,GAME,4.1,64,1.3,5000,Free,0,Everyone,Board,"June 2, 2013",2.0.0,2.2 and up
AP Planner,FAMILY,2.9,45,1.3,5000,Free,0,Everyone,Education,"August 3, 2015",1.1,2.1 and up
Roulette Advisor LITE,GAME,4.1,41,1.4,5000,Free,0,Everyone,Casino,"August 21, 2014",2.2,3.0 and up
EZ Screenshot,TOOLS,4.4,55,1.4,5000,Free,0,Everyone,Tools,"September 12, 2017",1.1.4,5.0 and up
I am Millionaire - Richest guy in the town,LIFESTYLE,3.6,126,1.4,5000,Paid,2.49,Everyone,Lifestyle,"June 22, 2018",8,4.1 and up
BS Play,FAMILY,3.7,56,1.5,5000,Free,0,Everyone,Education,"March 4, 2015",1.1.2,4.0 and up
USMLE Step 2 CK Cards Lite,FAMILY,4,28,1.5,5000,Free,0,Everyone,Education,"May 20, 2014",2.46,2.2 and up
Check Your Visitors on FB ?,SOCIAL,3.6,40,1.5,5000,Free,0,Everyone,Social,"February 17, 2017",4.4,4.2 and up
100+ C Programs,FAMILY,4.2,20,1.6,5000,Free,0,Everyone,Education,"January 3, 2017",1,4.0 and up
PORTABLE SOCCER DX,SPORTS,4.4,552,1.6,5000,Paid,1,Everyone,Sports,"June 19, 2018",3.4,2.2 and up
G-NetTrack Pro,TOOLS,4.3,255,1.6,5000,Paid,14.99,Everyone,Tools,"July 25, 2018",14.6,4.0 and up
SMS Au revoir,FAMILY,NaN,17,1.7,5000,Free,0,Everyone,Entertainment,"January 15, 2018",2.0.0,4.0 and up
CG BILASPUR CARNIVAL,EVENTS,3.8,59,1.8,5000,Free,0,Everyone,Events,"April 11, 2018",1.5,4.0 and up
Get Free V-bucks_fortnite Hints,FAMILY,4.7,1997,1.8,5000,Free,0,Everyone,Entertainment,"July 21, 2018",1,4.4 and up
ESS Mobile for AE,PRODUCTIVITY,1.9,63,1.8,5000,Free,0,Everyone,Productivity,"September 27, 2016",2.0.1027,3.0 and up
Fantasy theme dark bw black building,ART_AND_DESIGN,4.8,41,1.9,5000,Free,0,Everyone,Art & Design,"March 20, 2018",1.0.2,4.0 and up
cm to inches | centimeters to inches conversion,TOOLS,4.8,52,1.9,5000,Free,0,Everyone,Tools,"May 7, 2018",1.3.2,4.0 and up
DNS Changer - BEST (Gprs/Edge/3G/H/H+/4G),TOOLS,4.3,123,1.9,5000,Free,0,Everyone,Tools,"September 30, 2017",1.2,4.0 and up
BX Memo,FAMILY,4.3,131,2,5000,Free,0,Everyone,Education,"November 17, 2016",3.3.1,2.2 and up
BL info,TRAVEL_AND_LOCAL,4.1,98,2,5000,Free,0,Everyone,Travel & Local,"July 17, 2018",2,4.3 and up
Android P Wallpapers,PERSONALIZATION,3.6,53,2,5000,Free,0,Everyone,Personalization,"February 12, 2018",1,4.0.3 and up
BG video - floating video - background video,VIDEO_PLAYERS,4.1,64,2,5000,Free,0,Everyone,Video Players & Editors,"May 21, 2018",2,4.0 and up
Morse Decoder for Ham Radio,COMMUNICATION,3.7,166,2,5000,Paid,4.99,Everyone,Communication,"March 14, 2017",1.52,2.3 and up
Test de Inteligencia CI,FAMILY,2.9,21,2.1,5000,Free,0,Everyone,Education,"May 11, 2015",1.05,2.3 and up
Sad hair without net,LIBRARIES_AND_DEMO,NaN,20,2.1,5000,Free,0,Everyone,Libraries & Demo,"March 26, 2018",1,2.3 and up
Convert degree Celsius to Fahrenheit or °F to °C,TOOLS,4.4,51,2.1,5000,Free,0,Everyone,Tools,"May 21, 2018",1.5.8,4.0 and up
Fever Care,MEDICAL,3.5,19,2.2,5000,Free,0,Everyone,Medical,"May 12, 2018",1.4.15-free,4.0.3 and up
Elif Ba Oyunu,TOOLS,3.7,26,2.2,5000,Free,0,Everyone,Tools,"November 2, 2015",1.1,2.3 and up
DW Contacts Wear,TOOLS,4.2,37,2.2,5000,Free,0,Everyone,Tools,"March 9, 2015",0.0.0.2,4.0 and up
bitcoin exchange bx thailand,FINANCE,2.9,19,2.2,5000,Free,0,Everyone,Finance,"June 26, 2017",1.6,4.4 and up
U get - Wireless Speed Test,TOOLS,4.2,26,2.2,5000,Free,0,Everyone,Tools,"June 4, 2018",1.3.5,4.0 and up
CL Pro Client for Craigslist,SHOPPING,3.6,48,2.2,5000,Free,0,Everyone,Shopping,"September 10, 2016",Bowser4Craigslist,4.0 and up
dB Sound Meter,TOOLS,4.1,29,2.3,5000,Free,0,Everyone,Tools,"April 25, 2016",1.2,4.0.3 and up
EH kontrollrakendus,TOOLS,3.4,43,2.3,5000,Free,0,Everyone,Tools,"October 10, 2017",3.1.8,4.1 and up
TNEB Bill Online Payment (Tamil),SOCIAL,NaN,7,2.3,5000,Free,0,Teen,Social,"July 13, 2018",2,4.0.3 and up
CG - Calendars Add-On,PRODUCTIVITY,3.6,49,2.3,5000,Free,0,Everyone 10+,Productivity,"July 29, 2015",1.0.1,4.0 and up
BD Online Passport Application,FAMILY,4.6,12,2.4,5000,Free,0,Everyone,Education,"October 7, 2017",3,4.0.3 and up
BK Murli Offline April 2017,LIFESTYLE,4.8,33,2.4,5000,Free,0,Everyone,Lifestyle,"May 3, 2017",1,4.0.3 and up
BA Calculator,PRODUCTIVITY,4.1,22,2.4,5000,Free,0,Everyone,Productivity,"July 22, 2018",1.2.1,4.0.3 and up
FJ WiFi HDD,TOOLS,NaN,40,2.4,5000,Free,0,Everyone,Tools,"October 31, 2017",1.0.5,2.1 and up
DP Battle,FAMILY,4.5,132,2.5,5000,Free,0,Everyone,Entertainment,"March 26, 2017",2.0.5,4.0.3 and up
FreedomPop Friends for Free Data,TOOLS,4.4,58,2.5,5000,Free,0,Everyone,Tools,"July 24, 2018",2017.07.24,4.1 and up
Bo Aung Din,EVENTS,4.1,110,2.6,5000,Free,0,Teen,Events,"June 5, 2018",Version 1.3.1,4.0.3 and up
Home tips and advice,HOUSE_AND_HOME,NaN,10,2.6,5000,Free,0,Everyone,House & Home,"December 28, 2017",2,4.0.3 and up
BT Find Address for Bluetooth,BUSINESS,4.8,8,2.6,5000,Free,0,Everyone,Business,"October 31, 2017",2,3.0 and up
palmPEDi: Pediatric Tape,MEDICAL,4.6,66,2.6,5000,Paid,0.99,Everyone,Medical,"December 2, 2013",4.1,3.2 and up
Droid PRoCon BF3,TOOLS,3.5,412,2.6,5000,Paid,0.99,Everyone,Tools,"March 12, 2015",2.2,3.0 and up
Learn To Draw Kawaii Characters,ART_AND_DESIGN,3.2,55,2.7,5000,Free,0,Everyone,Art & Design,"June 6, 2018",NaN,4.2 and up
РееI Smart Remote MP3 CD Player,TOOLS,3.2,27,2.7,5000,Free,0,Everyone,Tools,"January 22, 2018",1.2,4.0 and up
Furrion ES Control,VIDEO_PLAYERS,1.8,26,2.7,5000,Free,0,Everyone,Video Players & Editors,"September 29, 2016",1,4.2 and up
learn c in hindi,FAMILY,4.3,109,2.7,5000,Free,0,Everyone,Education,"June 24, 2017",4.1,4.0 and up
Chest Opener for CR - The Circle Game,FAMILY,NaN,68,2.7,5000,Free,0,Everyone,Entertainment,"January 7, 2018",1.0.3,5.0 and up
I Am Rich Pro,FAMILY,4.4,201,2.7,5000,Paid,399.99,Everyone,Entertainment,"May 30, 2017",1.54,1.6 and up
Turbo AI™ - Personal assistant,PRODUCTIVITY,2.6,91,2.8,5000,Free,0,Everyone,Productivity,"July 16, 2018",0.0.52,4.0.3 and up
Ham DX Cluster & Spots Finder,COMMUNICATION,4.5,115,2.8,5000,Free,0,Everyone,Communication,"July 15, 2016",1.4.4,4.1 and up
Noot-Noot-er!,FAMILY,4.5,74,2.8,5000,Free,0,Everyone,Entertainment,"November 22, 2017",2,4.0.3 and up
Make your Be Like Bill,COMICS,4,78,2.8,5000,Free,0,Everyone,Comics,"January 16, 2016",1,2.3 and up
Micro Fi,FAMILY,3.7,39,2.8,5000,Free,0,Everyone,Education,"February 12, 2014",2.4,2.3.3 and up
Bhuiyan Land Records Chhattisgarh (CG),NEWS_AND_MAGAZINES,4.5,12,2.9,5000,Free,0,Everyone,News & Magazines,"February 3, 2018",1.1,4.1 and up
DM for WhatsApp,COMMUNICATION,4.4,25,2.9,5000,Free,0,Everyone,Communication,"June 3, 2018",0.3.7,4.4 and up
ES File Explorer & File Manager 2018,TOOLS,3.8,24,2.9,5000,Free,0,Everyone,Tools,"March 17, 2018",1.1,4.2 and up
Easy V-Bux free,FAMILY,4.6,856,2.9,5000,Free,0,Everyone,Entertainment,"July 17, 2018",1,2.1 and up
CA Speakers Free,LIFESTYLE,4.8,74,2.9,5000,Free,0,Teen,Lifestyle,"September 30, 2015",1.6,2.3.3 and up
EC - AP & Telangana,BOOKS_AND_REFERENCE,3.5,10,3,5000,Free,0,Everyone,Books & Reference,"November 10, 2017",1,4.0.3 and up
FA Part 1 & 2 Past Papers Solved Free – Offline,BOOKS_AND_REFERENCE,3.9,46,3,5000,Free,0,Everyone,Books & Reference,"April 30, 2018",1.1,4.0 and up
Video Downloader for FB,TOOLS,4.3,53,3,5000,Free,0,Everyone,Tools,"August 1, 2018",1.0.1,4.0.3 and up
Roman Clock AW-7,TOOLS,4.4,52,3,5000,Free,0,Everyone,Tools,"March 17, 2018",2,4.3 and up
love sms good morning,COMMUNICATION,4.2,10,3.1,5000,Free,0,Everyone,Communication,"April 28, 2016",1,2.3 and up
go41cx,FAMILY,4.8,171,1,1000,Paid,10,Everyone,Education,"October 18, 2016",1.7.0,2.2 and up
ReadyOp DT,COMMUNICATION,4.6,8,1.1,1000,Free,0,Everyone,Communication,"July 6, 2018",1.0.56,2.3.3 and up
CG - Conference Call Add-On,PRODUCTIVITY,NaN,6,1.1,1000,Free,0,Everyone,Productivity,"August 2, 2018",1.2,4.0 and up
cluster.dk,COMMUNICATION,NaN,49,1.1,1000,Free,0,Everyone,Communication,"June 25, 2013",1.0.2,2.3 and up
Koch Morse Trainer Pro,COMMUNICATION,4.6,94,1.1,1000,Paid,2.49,Everyone,Communication,"February 14, 2015",2.1.1,2.2 and up
Add-On: bq (b),PRODUCTIVITY,NaN,9,1.2,1000,Free,0,Everyone,Productivity,"May 19, 2015",10.0.3086,4.0 and up
Go Go Coupons - Free Coupon and Discount,SHOPPING,3,4,1.2,1000,Free,0,Everyone,Shopping,"July 1, 2018",10,4.0 and up
Add-On: bq (c),PRODUCTIVITY,NaN,17,1.2,1000,Free,0,Everyone,Productivity,"May 19, 2015",10.0.3086,4.0 and up
Dr. McDougall Mobile Cookbook,HEALTH_AND_FITNESS,3.8,76,1.2,1000,Paid,4.99,Everyone,Health & Fitness,"January 26, 2015",1.1,2.2 and up
OmniMedix Medical Calculator,MEDICAL,4.7,25,1.2,1000,Paid,4.99,Everyone,Medical,"June 11, 2016",3.1.6,3.0 and up
NewTek NDI,PHOTOGRAPHY,3.5,77,1.2,1000,Paid,19.99,Everyone,Photography,"October 26, 2016",1.1,4.1 and up
Evolution Marketing CR,HEALTH_AND_FITNESS,NaN,14,1.3,1000,Free,0,Everyone,Health & Fitness,"March 30, 2018",3,4.0.3 and up
Texas Hold'em EV Calculator,TOOLS,3.7,6,1.3,1000,Free,0,Everyone,Tools,"November 8, 2015",1,2.3 and up
Dio Fa Cose,FAMILY,NaN,35,1.3,1000,Free,0,Everyone,Entertainment,"March 15, 2018",1,2.3.3 and up
CL Clock,BUSINESS,2.7,7,1.3,1000,Free,0,Everyone,Business,"July 22, 2016",1,5.0 and up
DV Lottery Simulator,FAMILY,4.6,13,1.3,1000,Free,0,Everyone,Entertainment,"October 20, 2016",1.1,4.1 and up
BW-Go,GAME,4.8,265,1.3,1000,Paid,3.49,Everyone,Board,"June 18, 2015",4.8.1,2.3 and up
Nur təfsiri 1-ci cild,LIBRARIES_AND_DEMO,5,15,1.4,1000,Free,0,Everyone,Libraries & Demo,"April 27, 2017",1,1.6 and up
DG Mobile,GAME,4.3,59,1.4,1000,Free,0,Everyone,Board,"April 8, 2017",0.1.10.0,2.3 and up
17th Edition Cable Sizer,BOOKS_AND_REFERENCE,4.4,47,1.4,1000,Paid,3.08,Everyone,Books & Reference,"May 27, 2016",1.22,2.2 and up
DT Simple Interval Timer,SPORTS,4.1,10,1.5,1000,Free,0,Everyone,Sports,"February 17, 2014",1.01,2.1 and up
Meslek Lisesi YGS Ek Puan,FAMILY,NaN,11,1.5,1000,Free,0,Everyone,Education,"January 8, 2017",1,4.0 and up
SA HLA BU,BOOKS_AND_REFERENCE,4.7,119,1.5,1000,Free,0,Everyone,Books & Reference,"September 21, 2017",1,4.1 and up
Rádio DF FM,FAMILY,NaN,24,1.5,1000,Free,0,Everyone,Entertainment,"August 3, 2017",3,2.3 and up
mon guide au bank populaire -infos et instructions,FINANCE,NaN,4,1.5,1000,Free,0,Teen,Finance,"June 13, 2018",2,2.3 and up
C Functions,FAMILY,4.8,55,1.5,1000,Free,0,Everyone,Education,"September 26, 2015",1,4.0.3 and up
W-History Standalone,SOCIAL,3.2,38,1.5,1000,Paid,0.99,Everyone,Social,"March 9, 2018",1.935,7.0 and up
AP Government Review,FAMILY,4.7,3,1.5,1000,Paid,2.99,Everyone,Education,"March 14, 2017",1.1,4.0.3 and up
Dine In CT - Food Delivery,SHOPPING,5,4,1.6,1000,Free,0,Everyone,Shopping,"May 16, 2016",1.3,4.0 and up
