app,installs,type,content,genre,version,reviews,rating,size,price
Convert Coordinates DM to DMS,"5,000+",Free,Everyone,Maps & Navigation,2.2 and up,15,4.3,0.164,0
Mini DAYZ: Zombie Survival,"1,000,000+",Free,Teen,Action,4.4 and up,94661,4.1,,0
DJ Mix Effects Simulator,"1,000,000+",Free,Everyone,Simulation,4.1 and up,5997,4.1,20,0
Safety stepping stone,"1,000,000+",Free,Everyone,Lifestyle,2.3 and up,4212,3.7,20,0
Car Driving Simulator Citroen,"10,000+",Free,Everyone,Simulation,2.3 and up,174,3.8,44,0
"Startupticker.ch News, Events",100+,Free,Everyone,News & Magazines,4.4 and up,4,5,10,0
Where's My Water? Free,"100,000,000+",Free,Everyone,Puzzle;Brain Games,4.1 and up,1372013,4.4,57,0
10 WPM Amateur ham radio CW Morse code trainer,100+,Paid,Everyone,Communication,2.1 and up,10,3.5,3.8,1.49
Speed Camera Detector - Traffic & Speed Alert,"100,000+",Free,Everyone,Auto & Vehicles,4.0.3 and up,138,4.3,5.4,0
Guide for IMS DB,10+,Free,Everyone,Books & Reference,4.1 and up,0,,2.6,0
Inches to Centimeters,"100,000+",Free,Everyone,Tools,1.6 and up,949,3.6,0.411,0
Discípulos em BH,100+,Free,Everyone,Social,4.1 and up,24,,5.2,0
Howlr,"5,000+",Free,Mature 17+,Dating,4.4 and up,105,3.9,27,0
Howlr,"5,000+",Free,Mature 17+,Dating,4.4 and up,105,3.9,27,0
CX-10DS,"1,000+",Free,Everyone,Casual,4.0 and up,12,3.4,11,0
E.U. Trademark Search Tool,10+,Free,Everyone,Business,4.0.3 and up,0,,3.1,0
Bubble,"5,000,000+",Free,Everyone,Tools,1.6 and up,31621,4.5,0.208,0
Lottery Results: Florida,"100,000+",Free,Teen,Entertainment,4.0 and up,582,4.2,3.2,0
DB BAHN,500+,Free,Everyone,Travel & Local,4.0 and up,4,,8,0
BLACKJACK!,"10,000,000+",Free,Teen,Casino,2.3.3 and up,524467,4.4,33,0
GearBest Online Shopping,"5,000,000+",Free,Everyone,Shopping,4.0.3 and up,245104,4.5,35,0
EW Widgets for Zooper,100+,Free,Everyone,Tools,4.0.3 and up,5,3.4,1.9,0
Open Heart Surgery Hospital ER: Crazy Doctor Sim,"1,000+",Free,Teen,Casual,4.1 and up,7,4.7,25,0
OK K.O.! Lakewood Plaza Turbo,"1,000,000+",Free,Everyone 10+,Action;Action & Adventure,4.0 and up,76608,4.5,24,0
Dr. Parker : Parking Simulator,"1,000,000+",Free,Everyone,Racing,4.0 and up,14253,4.5,81,0
Five Nights at Freddy's 4,"100,000+",Paid,Teen,Action,2.3 and up,21266,4.6,45,2.99
DM security - Dragon Mobile,"1,000+",Free,Everyone,Tools,4.1 and up,27,3.9,3,0
Ulysse Speedometer,"5,000,000+",Free,Everyone,Auto & Vehicles,Varies with device,40211,4.3,,0
Future Cloud,"100,000+",Free,Everyone,Productivity,4.4 and up,1075,4.6,,0
Barcelona Wallpaper HD,"10,000+",Free,Everyone,Personalization,4.1 and up,93,4.5,5.7,0
Familial Hypercholesterolaemia,10+,Free,Everyone,Medical,4.1 and up,0,,34,0
Police VAZ LADA Simulator,"500,000+",Free,Teen,Simulation,2.3 and up,3502,3.6,61,0
Can I pack that? - DG App,"10,000+",Free,Everyone,Travel & Local,4.0.3 and up,58,3.9,22,0
TAXLANDIA,"1,000+",Free,Everyone,Educational,4.3 and up,141,1.9,65,0
The Washington Post Classic,"1,000,000+",Free,Everyone 10+,News & Magazines,Varies with device,23158,4.5,,0
WhatsApp Messenger,"1,000,000,000+",Free,Everyone,Communication,Varies with device,69119316,4.4,,0
WhatsApp Messenger,"1,000,000,000+",Free,Everyone,Communication,Varies with device,69119316,4.4,,0
WhatsApp Messenger,"1,000,000,000+",Free,Everyone,Communication,Varies with device,69119316,4.4,,0
CT Cervical Spine,"1,000+",Free,Everyone,Medical,4.0 and up,5,5,17,0
magicApp Calling & Messaging,"10,000,000+",Free,Everyone,Social,2.3 and up,207712,4.1,,0
BT Speed,10+,Paid,Everyone,Sports,4.0.3 and up,3,,0.948,4.8
JW Library,"10,000,000+",Free,Everyone,Books & Reference,Varies with device,922752,4.9,,0
Fast like a Fox,"5,000,000+",Free,Everyone,Adventure,4.2 and up,104389,4.3,12,0
Ultimate Control BT,500+,Free,Everyone,Business,4.4 and up,14,4.6,4.3,0
Guide for DB Xenoverse 2,"10,000+",Free,Everyone,Books & Reference,4.1 and up,121,4.4,8.7,0
"Grow Stone Online : 2d pixel RPG, MMORPG game","1,000,000+",Free,Everyone,Role Playing,4.0.3 and up,84389,4.7,48,0
Allsetra B.V.,"1,000+",Free,Everyone,Business,4.3 and up,15,4.1,24,0
Telstra,"5,000,000+",Free,Everyone,Lifestyle,2.3.3 and up,4260,3,6.3,0
HOLSTON EC,"1,000+",Free,Everyone,Tools,2.3.3 and up,7,4.1,4.2,0
AK Blackjack,"1,000+",Free,Teen,Card,4.1 and up,4,,7.6,0
DB Transport,"10,000+",Free,Everyone,Maps & Navigation,4.1 and up,179,1.9,10,0
Story Saver for Instagram,"5,000,000+",Free,Everyone,Photography,4.0.3 and up,41331,4.5,5,0
Live Hold’em Pro Poker - Free Casino Games,"10,000,000+",Free,Teen,Card,Varies with device,1123190,4.6,,0
Aab e Hayat Full Novel,"100,000+",Free,Everyone,Books & Reference,3.0 and up,1476,4.3,41,0
BU Study,10+,Free,Everyone,Education,4.0.3 and up,7,5,5.6,0
Itau bank,"10,000,000+",Free,Everyone,Finance,4.2 and up,957973,4.2,40,0
Pocket U ASW,"10,000+",Free,Everyone,Education,4.2 and up,93,3.9,28,0
Profile Tracker - Who Viewed My Facebook Profile,"500,000+",Free,Teen,Social,4.1 and up,37090,4.7,4.8,0
Archery Physics Objects Destruction Apple shooter,"100,000+",Free,Teen,Action,4.1 and up,6026,4.5,39,0
Workout Tracker & Gym Trainer - Fitness Log Book,"500,000+",Free,Everyone,Health & Fitness,4.1 and up,5420,4.6,21,0
N Launcher - Nougat 7.0,"1,000,000+",Free,Everyone,Personalization,4.1 and up,32597,4.4,8.4,0
Myntra Online Shopping App,"50,000,000+",Free,Everyone,Shopping,4.1 and up,1315242,4.3,,0
Shadow Fight 2,"100,000,000+",Free,Everyone 10+,Action,3.0 and up,10979062,4.6,88,0
Shadow Fight 2,"100,000,000+",Free,Everyone 10+,Action,3.0 and up,10979062,4.6,88,0
Sirens Fashion Style Game,"500,000+",Free,Everyone,Simulation,4.0 and up,2282,4.3,22,0
CP Clicker,"10,000+",Free,Everyone,Lifestyle,4.1 and up,251,4.2,5,0
What's Up,"1,000,000+",Free,Everyone,Lifestyle,4.0 and up,23453,4.1,10,0
Pony Friends 🦄 - Beepzz racing game for kids,"50,000+",Free,Everyone,Racing;Action & Adventure,4.2 and up,114,4.5,69,0
Culver's,"100,000+",Free,Everyone,Lifestyle,4.3 and up,1638,3.9,4.9,0
Tablet Reminder,5+,Free,Everyone,Medical,4.1 and up,4,5,2.5,0
Explore Sedona & Northern AZ,"10,000+",Free,Everyone,Travel & Local,2.3 and up,43,3.8,22,0
C.B. Shop,100+,Free,Everyone,Shopping,4.0.3 and up,19,,19,0
Visage Lab – face retouch,"5,000,000+",Free,Everyone,Photography,Varies with device,49523,3.5,,0
Bhunaksha CG,"10,000+",Free,Everyone,Tools,4.1 and up,67,4.1,4.1,0
Colorfit - Drawing & Coloring,"500,000+",Free,Everyone,Art & Design;Creativity,4.0.3 and up,20260,4.7,25,0
Monster Park AR - Jurassic Dinosaurs in Real World,"10,000+",Free,Everyone,Entertainment,7.0 and up,128,3.7,20,0
Simple Recipes,"500,000+",Free,Everyone,Food & Drink,4.0 and up,3803,4.7,15,0
BT Find Address for Bluetooth,"5,000+",Free,Everyone,Business,3.0 and up,8,4.8,2.6,0
Duaa Ek Ibaadat,"5,000+",Free,Everyone,Books & Reference,2.2 and up,122,4.9,26,0
Depths of Betrayal CE (Full),"1,000+",Paid,Everyone 10+,Casual,2.3 and up,363,4.3,14,2.99
Fate GO Ap Counter,"1,000+",Free,Everyone,Tools,4.1 and up,70,4.6,3.2,0
Bx Thailand Alert (Bitcoin),100+,Free,Everyone,Finance,4.2 and up,3,4.7,8.2,0
Wallpapers FN SCAR H,100+,Free,Teen,Personalization,4.1 and up,4,5,9.2,0
Dr. Panda Supermarket,"50,000+",Paid,Everyone,Educational;Pretend Play,4.0 and up,1357,4.2,58,2.99
Freedom Christian BF,10+,Free,Everyone,Lifestyle,4.0.3 and up,0,,12,0
D.N. College Meerut,10+,Free,Everyone,Education,4.0 and up,0,,19,0
Ringdroid,"50,000,000+",Free,Everyone,Video Players & Editors,Varies with device,326232,4.4,,0
Smart AppLock (App Protect),"10,000,000+",Free,Everyone,Tools,Varies with device,137562,4.4,,0
Fodbold DK Pro,"1,000+",Paid,Everyone,Sports,4.0 and up,315,4.6,4.3,2.99
Punch em,"500,000+",Free,Everyone,Arcade,4.1 and up,2208,4.1,4.4,0
lesparticuliers.fr,"50,000+",Free,Everyone,Lifestyle,2.3 and up,96,,1,0
MPS CL,10+,Free,Everyone,Tools,4.0.3 and up,1,,3.2,0
AG Subway Simulator Lite,"100,000+",Free,Everyone,Simulation,4.1 and up,6738,4.4,56,0
BankMobile Vibe App,"1,000,000+",Free,Everyone,Finance,4.1 and up,14627,4.3,23,0
Pink Silver Bow Keyboard Theme,"100,000+",Free,Everyone,Art & Design,4.0.3 and up,1120,4.2,9.2,0
NetApp CE,100+,Free,Everyone,Business,5.0 and up,0,,21,0
Sic Bo,100+,Paid,Teen,Card,2.2 and up,1,,11,1.99
"Women""s Health Tips(Breast,Face,Body,weight lose)","1,000,000+",Free,Mature 17+,Health & Fitness,4.1 and up,2509,4.2,5,0
MakeMyTrip-Flight Hotel Bus Cab IRCTC Rail Booking,"10,000,000+",Free,Everyone,Travel & Local,4.4 and up,599872,4.3,,0
EB Scanner,50+,Free,Everyone,Productivity,4.0.3 and up,9,5,25,0
Paprika Recipe Manager,"50,000+",Paid,Everyone,Food & Drink,4.0 and up,1268,4.1,2.3,4.99
Podcast Republic - Podcast Player & Radio Player,"1,000,000+",Free,Teen,News & Magazines,Varies with device,66978,4.5,,0
Ej-buy,5+,Free,Everyone,Business,4.1 and up,2,,4.1,0
EXO-L Amino for EXO Fans,"50,000+",Free,Teen,Social,4.0.3 and up,5677,4.9,67,0
Anime Avatar Creator: Make Your Own Avatar,"1,000,000+",Free,Everyone,Lifestyle,4.1 and up,10944,4.2,36,0
J. Cole Albums (2007-2017),"1,000+",Free,Mature 17+,Entertainment,4.0.3 and up,7,4.6,7.3,0
AJ Turquoise Dark Icon Pack,10+,Paid,Everyone,Personalization,4.1 and up,0,,32,0.99
FollowMyHealth®,"1,000,000+",Free,Everyone,Medical,4.4 and up,73118,4.6,37,0
The Simpsons™: Tapped Out,"10,000,000+",Free,Teen,Casual,4.0.3 and up,636995,4.3,49,0
"Selfie Camera: Beauty Camera, Photo Editor,Collage","1,000,000+",Free,Everyone,Photography,4.2 and up,31985,4.7,9.1,0
Economic Times : Market News,"5,000,000+",Free,Everyone,News & Magazines,Varies with device,93708,4.3,,0
World Webcams,"1,000,000+",Free,Everyone,Weather,Varies with device,7896,3.7,,0
"3D Color by Number: Voxel, Unicorn, Pixel Art 3D","100,000+",Free,Everyone,Entertainment,4.1 and up,2017,4.3,,0
FP Runner,"1,000+",Free,Everyone,Arcade,3.1 and up,38,3.7,29,0
M star Dialer,"100,000+",Free,Everyone,Communication,2.2 and up,400,3.5,4.2,0
Reindeer VPN - Proxy VPN,"100,000+",Free,Everyone,Tools,4.1 and up,7339,4.2,4,0
=======
app,installs,type,content,genre,version,reviews,rating,size,price
Diário Escola Mestres EF,"1,000+",Free,Everyone,Education,4.0 and up,11,,6.6,0
WeFi - Free Fast WiFi Connect & Find Wi-Fi Map,"1,000,000+",Free,Everyone,Communication,4.0 and up,13469,4,5.1,0
Discovery K!ds Play! Español,"1,000,000+",Free,Everyone,Entertainment;Music & Video,4.0.3 and up,11263,4.2,35,0
Skyscanner,"10,000,000+",Free,Everyone,Travel & Local,4.4 and up,481546,4.5,29,0
Skyscanner,"10,000,000+",Free,Everyone,Travel & Local,4.4 and up,481546,4.5,29,0
Skyscanner,"10,000,000+",Free,Everyone,Travel & Local,4.4 and up,481546,4.5,29,0
Skyscanner,"10,000,000+",Free,Everyone,Travel & Local,4.4 and up,481546,4.5,29,0
Skyscanner,"10,000,000+",Free,Everyone,Travel & Local,4.4 and up,481546,4.5,29,0
Rosetta Stone: Learn to Speak & Read New Languages,"5,000,000+",Free,Everyone,Education;Education,5.0 and up,172508,4.5,76,0
Rosetta Stone: Learn to Speak & Read New Languages,"5,000,000+",Free,Everyone,Education;Education,5.0 and up,172508,4.5,76,0
Rosetta Stone: Learn to Speak & Read New Languages,"5,000,000+",Free,Everyone,Education;Education,5.0 and up,172508,4.5,76,0
Rosetta Stone: Learn to Speak & Read New Languages,"5,000,000+",Free,Everyone,Education;Education,5.0 and up,172508,4.5,76,0
Learn C++,"1,000,000+",Free,Everyone,Education,4.0 and up,73404,4.6,5.3,0
Learn C++,"1,000,000+",Free,Everyone,Education,4.0 and up,73404,4.6,5.3,0
Funny Jokes,"100,000+",Free,Mature 17+,Entertainment,4.1 and up,2505,3.9,2.9,0
Java Editor CR,"50,000+",Free,Everyone,Tools,4.0 and up,434,3.8,18,0
Bowmasters,"50,000,000+",Free,Teen,Action,4.1 and up,1535084,4.7,,0
Bowmasters,"50,000,000+",Free,Teen,Action,4.1 and up,1535084,4.7,,0
Bowmasters,"50,000,000+",Free,Teen,Action,4.1 and up,1535084,4.7,,0
Bowmasters,"50,000,000+",Free,Teen,Action,4.1 and up,1535084,4.7,,0
Bowmasters,"50,000,000+",Free,Teen,Action,4.1 and up,1535084,4.7,,0
Bowmasters,"50,000,000+",Free,Teen,Action,4.1 and up,1535084,4.7,,0
Golf Channel,"1,000,000+",Free,Everyone,Sports,4.1 and up,19230,4.1,88,0
Jewels Star: OZ adventure,"1,000,000+",Free,Everyone,Puzzle,4.0 and up,21892,4.5,14,0
Jewels Star: OZ adventure,"1,000,000+",Free,Everyone,Puzzle,4.0 and up,21892,4.5,14,0
Funny Ringtones,"1,000,000+",Free,Everyone 10+,Personalization,4.0 and up,7146,4.4,14,0
Millionaire Match: Rich Singles Dating App,"100,000+",Free,Mature 17+,Dating,4.1 and up,852,3.9,27,0
Millionaire Match: Rich Singles Dating App,"100,000+",Free,Mature 17+,Dating,4.1 and up,852,3.9,27,0
Snapchat,"500,000,000+",Free,Teen,Social,Varies with device,17014705,4,,0
Snapchat,"500,000,000+",Free,Teen,Social,Varies with device,17014705,4,,0
Snapchat,"500,000,000+",Free,Teen,Social,Varies with device,17014705,4,,0
Snapchat,"500,000,000+",Free,Teen,Social,Varies with device,17014705,4,,0
QR Scanner & Barcode Scanner 2018,"10,000,000+",Free,Everyone,Productivity,4.4 and up,8211,3.8,4.1,0
QR Scanner & Barcode Scanner 2018,"5,000,000+",Free,Everyone,Productivity,4.4 and up,8211,3.8,4.1,0
Human Anatomy Atlas 2018: Complete 3D Human Body,"100,000+",Paid,Everyone,Medical,5.0 and up,2923,4.5,25,24.99
Human Anatomy Atlas 2018: Complete 3D Human Body,"100,000+",Paid,Everyone,Medical,5.0 and up,2923,4.5,25,24.99
Human Anatomy Atlas 2018: Complete 3D Human Body,"100,000+",Paid,Everyone,Medical,5.0 and up,2923,4.5,25,24.99
"CM Flashlight (Compass, SOS)","5,000,000+",Free,Everyone,Tools,2.3 and up,166363,4.4,1.8,0
"CM Flashlight (Compass, SOS)","5,000,000+",Free,Everyone,Tools,2.3 and up,166363,4.4,1.8,0
Dr. Chess,"1,000,000+",Free,Everyone,Board,4.0.3 and up,97209,4.1,6.7,0
Runkeeper - GPS Track Run Walk,"10,000,000+",Free,Everyone,Health & Fitness,Varies with device,501144,4.5,,0
Runkeeper - GPS Track Run Walk,"10,000,000+",Free,Everyone,Health & Fitness,Varies with device,501144,4.5,,0
WannaMeet – Dating & Chat App,"1,000,000+",Free,Mature 17+,Dating,4.0.3 and up,6701,4.1,11,0
DN Premium Hookah Lounge,50+,Free,Everyone,Business,2.3 and up,1,,4.2,0
F-Secure SAFE,"500,000+",Free,Everyone,Tools,5.0 and up,9433,4.3,9.3,0
Credit Sesame,"1,000,000+",Free,Everyone,Finance,4.1 and up,25166,4.3,11,0
AK-47 Sounds,"500,000+",Free,Everyone 10+,Entertainment,2.3.3 and up,656,3.9,2.9,0
Super Jim Jump - pixel 3d,"1,000,000+",Free,Everyone,Arcade,4.0 and up,10434,4.5,18,0
Super Jim Jump - pixel 3d,"1,000,000+",Free,Everyone,Arcade,4.0 and up,10434,4.5,18,0
Super Jim Jump - pixel 3d,"1,000,000+",Free,Everyone,Arcade,4.0 and up,10434,4.5,18,0
"Expedia Hotels, Flights & Car Rental Travel Deals","10,000,000+",Free,Everyone,Travel & Local,5.0 and up,136626,4.1,14,0
"Expedia Hotels, Flights & Car Rental Travel Deals","10,000,000+",Free,Everyone,Travel & Local,5.0 and up,136626,4.1,14,0
"Expedia Hotels, Flights & Car Rental Travel Deals","10,000,000+",Free,Everyone,Travel & Local,5.0 and up,136626,4.1,14,0
"Expedia Hotels, Flights & Car Rental Travel Deals","10,000,000+",Free,Everyone,Travel & Local,5.0 and up,136626,4.1,14,0
Ay Yıldız Analog Saat,"1,000+",Free,Everyone,Personalization,4.1 and up,37,,1.7,0
Titanic App - Feminist Dating Application,500+,Free,Mature 17+,Dating,5.0 and up,120,4.5,10,0
Klara weather,"500,000+",Free,Everyone,Weather,4.0 and up,36900,4.6,4.8,0
Theme for Galaxy Note FE Launcher | Live Wallpaper,100+,Free,Everyone,Personalization,4.0 and up,2,,26,0
Dungeons and Dragons DM Tools,"1,000+",Paid,Everyone,Books & Reference,2.3 and up,50,3.1,4.9,1.99
QuickShortcutMaker,"1,000,000+",Free,Everyone,Personalization,1.6 and up,41000,4.6,2,0
Microsoft OneDrive,"100,000,000+",Free,Everyone,Productivity,Varies with device,1038306,4.4,,0
Microsoft OneDrive,"100,000,000+",Free,Everyone,Productivity,Varies with device,1038306,4.4,,0
Zombie Catchers,"10,000,000+",Free,Everyone,Action,4.1 and up,990663,4.7,75,0
Zombie Catchers,"10,000,000+",Free,Everyone,Action,4.1 and up,990663,4.7,75,0
Zombie Catchers,"10,000,000+",Free,Everyone,Action,4.1 and up,990663,4.7,75,0
Zombie Catchers,"10,000,000+",Free,Everyone,Action,4.1 and up,990663,4.7,75,0
Zombie Catchers,"10,000,000+",Free,Everyone,Action,4.1 and up,990663,4.7,75,0
Zombie Catchers,"10,000,000+",Free,Everyone,Action,4.1 and up,990663,4.7,75,0
Quiz CS:GO players,"50,000+",Free,Everyone,Trivia,4.0.3 and up,460,4.4,31,0
Flexiroam X,"100,000+",Free,Everyone,Travel & Local,4.1 and up,875,4,21,0
Camera360: Selfie Photo Editor with Funny Sticker,"100,000,000+",Free,Everyone,Photography,4.0.3 and up,4865132,4.3,51,0
Camera360: Selfie Photo Editor with Funny Sticker,"100,000,000+",Free,Everyone,Photography,4.0.3 and up,4865132,4.3,51,0
Camera360: Selfie Photo Editor with Funny Sticker,"100,000,000+",Free,Everyone,Photography,4.0.3 and up,4865132,4.3,51,0
CQ: Lost In Transmission,10+,Free,Everyone,Action,4.4 and up,4,4.2,61,0
VAT Checker for EU company,"1,000+",Free,Everyone,Business,Varies with device,78,4.7,,0
Ultimate Notepad,"5,000,000+",Free,Everyone,Productivity,Varies with device,10643,4,,0
Dots & Co: A Puzzle Adventure,"1,000,000+",Free,Everyone,Puzzle,4.1 and up,81001,4.5,85,0
DM Adventure,10+,Free,Everyone,Adventure,2.3 and up,0,,11,0
NFL,"50,000,000+",Free,Everyone,Sports,Varies with device,459795,4.1,,0
NFL,"50,000,000+",Free,Everyone,Sports,Varies with device,459795,4.1,,0
NFL,"50,000,000+",Free,Everyone,Sports,Varies with device,459795,4.1,,0
Wish - Shopping Made Fun,"100,000,000+",Free,Everyone,Shopping,4.1 and up,6210998,4.5,15,0
Wish - Shopping Made Fun,"100,000,000+",Free,Everyone,Shopping,4.1 and up,6210998,4.5,15,0
Wish - Shopping Made Fun,"100,000,000+",Free,Everyone,Shopping,4.1 and up,6210998,4.5,15,0
Wish - Shopping Made Fun,"100,000,000+",Free,Everyone,Shopping,4.1 and up,6210998,4.5,15,0
Wish - Shopping Made Fun,"100,000,000+",Free,Everyone,Shopping,4.1 and up,6210998,4.5,15,0
Color CL,100+,Free,Everyone,Lifestyle,4.0.3 and up,2,5,1.3,0
Moonlight GO Weather EX,"1,000,000+",Free,Everyone,Weather,2.2 and up,11510,4.2,3.5,0
Google Voice,"10,000,000+",Free,Everyone,Communication,Varies with device,171031,4.2,,0
Google Voice,"10,000,000+",Free,Everyone,Communication,Varies with device,171031,4.2,,0
Google Voice,"10,000,000+",Free,Everyone,Communication,Varies with device,171031,4.2,,0
Cardboard,"10,000,000+",Free,Everyone,Libraries & Demo,4.1 and up,130287,4.2,50,0
Cardboard,"10,000,000+",Free,Everyone,Libraries & Demo,4.1 and up,130287,4.2,50,0
Plants vs. Zombies FREE,"100,000,000+",Free,Everyone 10+,Strategy,4.1 and up,4064868,4.4,69,0
Plants vs. Zombies FREE,"100,000,000+",Free,Everyone 10+,Strategy,4.1 and up,4064868,4.4,69,0
Plants vs. Zombies FREE,"100,000,000+",Free,Everyone 10+,Strategy,4.1 and up,4064868,4.4,69,0
Plants vs. Zombies FREE,"100,000,000+",Free,Everyone 10+,Strategy,4.1 and up,4064868,4.4,69,0
Plants vs. Zombies FREE,"100,000,000+",Free,Everyone 10+,Strategy,4.1 and up,4064868,4.4,69,0
CD Supply,5+,Free,Mature 17+,Business,5.0 and up,0,,14,0
NYTimes - Latest News,"10,000,000+",Free,Everyone 10+,News & Magazines,4.4 and up,63647,3.9,23,0
NYTimes - Latest News,"10,000,000+",Free,Everyone 10+,News & Magazines,4.4 and up,63647,3.9,23,0
NYTimes - Latest News,"10,000,000+",Free,Everyone 10+,News & Magazines,4.4 and up,63647,3.9,23,0
Learn C Programming (Examples) (OFFLINE),"10,000+",Free,Everyone,Education,4.1 and up,43,4.3,3.7,0
App vault,"10,000,000+",Free,Everyone,Tools,Varies with device,25094,3.4,,0
"Peers.TV: broadcast TV channels First, Match TV, TNT ...","5,000,000+",Free,Teen,Entertainment,Varies with device,141980,4.1,,0
Sun & Moon AR Locator,"10,000+",Free,Everyone,Weather,4.1 and up,115,3.3,5.1,0
All Language Translator,"5,000,000+",Free,Everyone,Tools,2.3 and up,29944,4,2.1,0
"Ibotta: Cash Back Savings, Rewards & Coupons App","10,000,000+",Free,Everyone,Shopping,4.1 and up,315908,4.5,52,0
"Ibotta: Cash Back Savings, Rewards & Coupons App","10,000,000+",Free,Everyone,Shopping,4.1 and up,315908,4.5,52,0
Hangouts Dialer - Call Phones,"10,000,000+",Free,Everyone,Communication,4.0.3 and up,122498,4,0.079,0
Hangouts Dialer - Call Phones,"10,000,000+",Free,Everyone,Communication,4.0.3 and up,122498,4,0.079,0
Helix Jump,"100,000,000+",Free,Everyone,Action,4.1 and up,1498648,4.2,33,0
Helix Jump,"100,000,000+",Free,Everyone,Action,4.1 and up,1498648,4.2,33,0
Helix Jump,"100,000,000+",Free,Everyone,Action,4.1 and up,1498648,4.2,33,0
Helix Jump,"100,000,000+",Free,Everyone,Action,4.1 and up,1498648,4.2,33,0
Helix Jump,"100,000,000+",Free,Everyone,Action,4.1 and up,1498648,4.2,33,0
Helix Jump,"100,000,000+",Free,Everyone,Action,4.1 and up,1498648,4.2,33,0
Manga Rock - Best Manga Reader,"1,000,000+",Free,Teen,Comics,5.0 and up,238970,4.4,28,0
Yahoo Fantasy Sports - #1 Rated Fantasy App,"5,000,000+",Free,Mature 17+,Sports,Varies with device,277904,4.2,,0
Yahoo Fantasy Sports - #1 Rated Fantasy App,"5,000,000+",Free,Mature 17+,Sports,Varies with device,277904,4.2,,0
Yahoo Fantasy Sports - #1 Rated Fantasy App,"5,000,000+",Free,Mature 17+,Sports,Varies with device,277904,4.2,,0
Yahoo Fantasy Sports - #1 Rated Fantasy App,"5,000,000+",Free,Mature 17+,Sports,Varies with device,277904,4.2,,0
Yahoo Fantasy Sports - #1 Rated Fantasy App,"5,000,000+",Free,Mature 17+,Sports,Varies with device,277904,4.2,,0
YouCam Makeup - Magic Selfie Makeovers,"100,000,000+",Free,Everyone,Photography,Varies with device,3337952,4.6,,0
YouCam Makeup - Magic Selfie Makeovers,"100,000,000+",Free,Everyone,Photography,Varies with device,3337952,4.6,,0
Cerebral Palsy,"1,000+",Free,Everyone,Medical,3.0 and up,38,4.4,8.5,0
O-Star,"5,000+",Free,Everyone,Dating,4.3 and up,59,4.4,38,0
O-Star,"5,000+",Free,Everyone,Dating,4.3 and up,59,4.4,38,0
O-Star,"5,000+",Free,Everyone,Dating,4.3 and up,59,4.4,38,0
Baby Monitor AV,"100,000+",Free,Everyone,Communication,2.3 and up,1434,3.3,9.5,0
BR,"100,000+",Free,Everyone,Lifestyle,2.2 and up,859,3,3.5,0
"Bleacher Report: sports news, scores, & highlights","5,000,000+",Free,Everyone 10+,Sports,Varies with device,122280,4.4,,0
"Bleacher Report: sports news, scores, & highlights","5,000,000+",Free,Everyone 10+,Sports,Varies with device,122280,4.4,,0
"Bleacher Report: sports news, scores, & highlights","5,000,000+",Free,Everyone 10+,Sports,Varies with device,122280,4.4,,0
"Bleacher Report: sports news, scores, & highlights","5,000,000+",Free,Everyone 10+,Sports,Varies with device,122280,4.4,,0
"Bleacher Report: sports news, scores, & highlights","5,000,000+",Free,Everyone 10+,Sports,Varies with device,122280,4.4,,0
"Bleacher Report: sports news, scores, & highlights","5,000,000+",Free,Everyone 10+,Sports,Varies with device,122280,4.4,,0
Tennis Temple - Live Scores,"100,000+",Free,Everyone,Sports,Varies with device,5305,4.6,,0
Frozen Free Fall,"50,000,000+",Free,Everyone,Puzzle;Action & Adventure,4.2 and up,1574197,4.3,37,0
Frozen Free Fall,"50,000,000+",Free,Everyone,Puzzle;Action & Adventure,4.2 and up,1574197,4.3,37,0
Frozen Free Fall,"50,000,000+",Free,Everyone,Puzzle;Action & Adventure,4.2 and up,1574197,4.3,37,0
Kids Balloon Pop Game Free 🎈,"10,000,000+",Free,Everyone,Casual;Music & Video,4.0.3 and up,38021,4.1,19,0
Kids Balloon Pop Game Free 🎈,"10,000,000+",Free,Everyone,Casual;Music & Video,4.0.3 and up,38021,4.1,19,0
Superhero Doctor 2 -ER Surgery,"10,000,000+",Free,Everyone 10+,Casual,4.0.3 and up,39647,4,72,0
Instant Buttons: The Best Soundboard,"5,000,000+",Free,Teen,Entertainment,4.1 and up,157322,4.5,9.2,0
"Resume Maker:Free CV Maker,Templates Builder","100,000+",Free,Everyone,Business,4.0.3 and up,715,4.2,7.1,0
Fast Download Manager,"1,000,000+",Free,Everyone,Tools,2.3 and up,18478,4,1.7,0
Score! Hero,"100,000,000+",Free,Everyone,Sports,4.4 and up,5419676,4.6,96,0
Score! Hero,"100,000,000+",Free,Everyone,Sports,4.4 and up,5419676,4.6,96,0
Score! Hero,"100,000,000+",Free,Everyone,Sports,4.4 and up,5419676,4.6,96,0
Bf Light,"1,000+",Free,Everyone,Business,4.1 and up,6,,11,0
Credit Karma,"10,000,000+",Free,Everyone,Finance,Varies with device,706618,4.7,,0
Credit Karma,"10,000,000+",Free,Everyone,Finance,Varies with device,706618,4.7,,0
Credit Karma,"10,000,000+",Free,Everyone,Finance,Varies with device,706618,4.7,,0
Granny,"50,000,000+",Free,Teen,Arcade,4.0 and up,1138239,4.5,59,0
Granny,"50,000,000+",Free,Teen,Arcade,4.0 and up,1138239,4.5,59,0
