id,address,area,bedrooms,postal_code,posting_date,price,property_type,rooms,sale_date,url,year_built
144,Marco Polostraat 281 -III,92,4,1056 DN,29-4-2016,395000,apartment,6,17-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49728074-marco-polostraat-281-iii/,1926
145,Wolbrantskerkweg 53 +PP,145,4,1069 CL,10-5-2012,345000,house,5,1-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-48464995-wolbrantskerkweg-53-pp/,2009
146,Deltastraat 3 -I,100,2,1078 PB,23-6-2016,439500,apartment,3,5-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49899223-deltastraat-3-i/,1906
147,Honingen 36,97,3,1083 JP,21-5-2016,298500,apartment,4,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85105503-honingen-36/,1986
148,Van Nijenrodeweg 670,87,2,1082 JB,18-6-2016,285000,apartment,3,8-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49882284-van-nijenrodeweg-670/,1964
149,Kuiperssteeg 5 C,82,2,1012 HR,27-2-2016,399000,apartment,3,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49751580-kuiperssteeg-5-c/,1906
150,Beemsterstraat 96,76,3,1024 BG,14-4-2016,175000,apartment,4,5-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49702281-beemsterstraat-96/,1965
151,Egidiusstraat 43 huis,75,2,1055 GM,18-6-2016,325000,apartment,3,8-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49895354-egidiusstraat-43-huis/,1931
152,Fagelstraat 70 III,97,2,1052 GG,6-5-2016,485000,apartment,3,20-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49724821-fagelstraat-70-iii/,1906
153,3e Kekerstraat 146,128,4,1104 VC,17-2-2016,298500,house,6,7-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49641476-3e-kekerstraat-146/,2007
154,Nico Jessekade 119,207,5,1087 MR,30-1-2016,879000,house,6,26-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49624142-nico-jessekade-119/,2009
155,Ben van Meerendonkstraat 156,162,4,1087 LN,17-2-2015,585000,house,5,26-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-48389404-ben-van-meerendonkstraat-156/,2010
156,IJburglaan 827,108,2,1087 CL,2-4-2016,275000,apartment,3,4-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49790759-ijburglaan-827/,2006
157,Akersingel 73,94,2,1060 NJ,11-5-2016,197500,apartment,3,25-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49739185-akersingel-73/,1997
158,Arent Janszoon Ernststraat 133,111,2,1083 GS,19-5-2016,305000,apartment,3,26-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748505-arent-janszoon-ernststraat-133/,1968
159,Weerdestein 183,111,2,1083 GM,27-5-2016,330000,apartment,3,1-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49868213-weerdestein-183/,1966
160,Nachtwachtlaan 84,100,2,1058 EC,25-1-2010,365000,apartment,3,26-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-47672575-nachtwachtlaan-84/,1968
161,Katwijkstraat 16 -II,100,3,1059 XP,24-6-2016,500000,apartment,4,11-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49892581-katwijkstraat-16-ii/,1933
162,Nachtwachtlaan 304,58,1,1058 EK,13-5-2016,190000,apartment,2,24-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49732934-nachtwachtlaan-304/,1970
163,Kweekhoven 35,142,5,1068 ZT,22-12-2015,360000,apartment,6,10-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49699385-kweekhoven-35/,2008
164,Ploegstraat 30,72,2,1097 WH,21-5-2016,325000,house,4,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49740900-ploegstraat-30/,1929
165,Stadionweg 310 HS,59,1,1076 PK,22-2-2016,285000,apartment,2,31-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49755687-stadionweg-310-hs/,1930
166,Statenjachtstraat 468,59,1,1034 EV,29-4-2016,150000,apartment,2,25-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49729696-statenjachtstraat-468/,1967
167,Bouwnummer 2 (Bouwnr. 2),134,3,1087 HC,12-4-2016,429000,house,4,14-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49709168-bouwnummer-2-bouwnr-2/,2016
168,Vasco da Gamastraat 61 III,50,2,1057 VJ,2-7-2016,225000,apartment,3,14-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49800484-vasco-da-gamastraat-61-iii/,1927
169,Sanderijnstraat 27 huis,63,2,1055 BN,28-5-2016,275000,apartment,3,15-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49860880-sanderijnstraat-27-huis/,1945
170,Kijkduinstraat 119 -1,49,3,1055 XW,23-6-2016,185000,apartment,4,14-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49899813-kijkduinstraat-119-1/,1938
171,Oetewalerstraat 35,70,2,1093 MC,10-6-2016,335000,apartment,3,29-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49873080-oetewalerstraat-35/,1992
172,Ladogameerhof 166,90,2,1060 RE,23-4-2016,215000,apartment,3,24-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49713143-ladogameerhof-166/,1999
173,Bouwnummer 1 (Bouwnr. 1),156,3,1087 HC,12-4-2016,529000,house,4,14-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49709180-bouwnummer-1-bouwnr-1/,2016
174,Aaf Bouberstraat 140,54,1,1065 LW,22-5-2016,150000,apartment,2,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85106934-aaf-bouberstraat-140/,1984
175,Fraunhoferstraat 3 HS,86,3,1098 LN,22-4-2016,445000,apartment,4,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49711389-fraunhoferstraat-3-hs/,1906
176,Amstelveenseweg 188 III-IV,123,3,1075 XR,28-5-2016,700000,apartment,5,16-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49869639-amstelveenseweg-188-iii-iv/,1909
177,Jasonstraat 8 -III,95,3,1076 LA,19-5-2016,499000,apartment,4,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49746882-jasonstraat-8-iii/,1906
178,Albert Cuypstraat 70 -B-3/4,68,2,1072 CW,26-3-2016,389000,apartment,3,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49782007-albert-cuypstraat-70-b-3-4/,1887
179,Gloriantstraat 16 II,47,1,1055 CV,14-6-2016,185000,apartment,3,23-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49888051-gloriantstraat-16-ii/,1940
180,Slotermeerlaan 47,77,1,1064 GZ,21-4-2016,169000,apartment,2,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49719089-slotermeerlaan-47/,1956
181,Derkinderenstraat 194,86,2,1061 VX,17-5-2016,269000,apartment,3,1-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49734087-derkinderenstraat-194/,2008
182,Langswater 845,62,2,1069 EH,22-5-2016,159000,apartment,3,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49741347-langswater-845/,1960
183,Botterstraat 10,76,2,1034 BS,21-5-2016,169500,apartment,3,8-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49741919-botterstraat-10/,1965
184,Admiralengracht 168 1,54,1,1057 GH,25-6-2016,265000,apartment,2,8-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49893829-admiralengracht-168-1/,1924
185,Zwanebloemlaan 53,200,4,1087 EP,13-4-2016,830000,house,5,31-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49701975-zwanebloemlaan-53/,2008
186,Coppelstockstraat 39 Hs,69,2,1056 XL,18-5-2016,350000,apartment,3,4-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49746389-coppelstockstraat-39-hs/,1933
187,Kruisbessenstraat 17,72,4,1033 LV,25-6-2016,175000,house,5,13-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49893211-kruisbessenstraat-17/,1958
188,Juliana van Stolbergstraat 32 hs,54,2,1055 RN,6-6-2016,225000,apartment,3,21-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49879091-juliana-van-stolbergstraat-32-hs/,1934
189,Admiraal De Ruijterweg 513 II,62,2,1055 MJ,28-4-2016,250000,apartment,3,26-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49727268-admiraal-de-ruijterweg-513-ii/,1925
190,Jacob Catskade 10 I,68,1,1052 BW,12-5-2016,275000,apartment,2,31-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49731853-jacob-catskade-10-i/,1894
191,'s-Gravendijkdreef 267,84,2,1104 DN,24-11-2015,194000,apartment,3,30-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49662538-s-gravendijkdreef-267/,2007
192,Joan Melchior Kemperstraat 42 III,39,1,1051 TS,6-4-2016,199000,apartment,2,15-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49793102-joan-melchior-kemperstraat-42-iii/,1900
193,Iwan Kantemanplein 8,176,5,1060 RM,24-5-2016,439000,house,6,1-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49743175-iwan-kantemanplein-8/,1998
194,Houtmanstraat 2 -C,81,1,1013 MN,18-6-2016,400000,apartment,2,15-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49896482-houtmanstraat-2-c/,1923
195,Bouwnummer 1 (Bouwnr. 1),156,3,1087 HC,16-7-2016,529000,house,4,15-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49825303-bouwnummer-1-bouwnr-1/,2016
196,Tweede Hugo de Grootstraat 72 III,73,2,1052 LH,13-5-2016,325000,apartment,3,27-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49732143-tweede-hugo-de-grootstraat-72-iii/,1933
197,Ceintuurbaan 234 -III,56,2,1072 GE,26-6-2016,299000,apartment,3,5-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49893098-ceintuurbaan-234-iii/,1900
198,Nova Zemblastraat 229,71,1,1013 RJ,21-5-2016,250000,apartment,2,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49749537-nova-zemblastraat-229/,1985
199,Veerstraat 64 huis,72,2,1075 SX,2-6-2016,358000,apartment,4,15-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49875019-veerstraat-64-huis/,1927
200,Agamemnonstraat 11 -1,54,2,1076 LN,28-5-2016,299000,apartment,3,14-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49869109-agamemnonstraat-11-1/,1906
201,Klaroenstraat 10,103,3,1104 HW,19-4-2015,217500,apartment,4,8-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49455063-klaroenstraat-10/,2011
202,Annabellaweg 31,144,4,1036 KR,31-3-2016,325000,house,5,18-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49797779-annabellaweg-31/,2012
203,Zwanebloemlaan 238,168,4,1087 GD,10-6-2016,525000,house,6,8-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49873620-zwanebloemlaan-238/,2001
204,Staringstraat 16,43,1,1054 VP,21-5-2016,235000,apartment,2,26-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85105799-staringstraat-16/,1928
205,Welnastraat 267,28,1,1096 GJ,16-4-2016,155000,apartment,1,15-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49715445-welnastraat-267/,2011
206,Valeriusstraat 108 II&III,147,4,1075 GC,20-5-2016,950000,apartment,6,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49749201-valeriusstraat-108-ii-en-iii/,1905
207,Borgerstraat 212 II,50,1,1053 RE,12-5-2016,235000,apartment,2,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49730922-borgerstraat-212-ii/,1905
208,Van Ostadestraat 24 hs,52,1,1072 SX,16-6-2016,260000,apartment,2,11-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49874858-van-ostadestraat-24-hs/,1902
209,Kastanjeweg 4 I,57,2,1092 CE,19-4-2016,250000,apartment,2,8-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49718716-kastanjeweg-4-i/,1906
210,Eva Besnyöstraat 47,79,2,1087 KR,2-7-2016,265000,apartment,3,12-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49809129-eva-besnyostraat-47/,2008
211,Bosboom Toussaintstraat 14 III-IV.,132,3,1054 AR,21-5-2016,825000,apartment,5,16-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49742550-bosboom-toussaintstraat-14-iii-iv/,1906
212,Rudolf Agricolastraat 21,75,3,1064 NL,19-4-2016,180000,house,4,1-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49717223-rudolf-agricolastraat-21/,1945
213,Keizersgracht 434 3,92,2,1016 GD,10-6-2016,575000,apartment,3,23-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85249656-keizersgracht-434-3/,1734
214,Valeriusstraat 69 huis,181,6,1071 ME,28-6-2016,1220,apartment,8,12-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49805988-valeriusstraat-69-huis/,1910
215,Geelbekstraat 1,110,2,1102 SM,25-6-2016,169000,apartment,3,12-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49892174-geelbekstraat-1/,1998
216,Cabralstraat 19 hs,51,1,1057 CD,21-5-2016,250000,apartment,2,18-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49742124-cabralstraat-19-hs/,1906
217,Vierwindenstraat 11,80,3,1013 LA,25-6-2016,457000,apartment,4,18-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49893174-vierwindenstraat-11/,1906
218,Van Gentstraat 39 I,49,2,1055 PC,19-3-2016,195000,apartment,3,18-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49774706-van-gentstraat-39-i/,1931
219,Ruysdaelkade 265 B,60,1,1072 AZ,24-6-2016,325000,apartment,2,12-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49890511-ruysdaelkade-265-b/,1906
220,Van Boshuizenstraat 183,70,1,1083 AV,28-5-2016,245000,apartment,2,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49868177-van-boshuizenstraat-183/,1960
221,Cornelis Zillesenlaan 98,223,5,1086 ZK,11-5-2016,640000,house,8,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49738115-cornelis-zillesenlaan-98/,2008
222,Eva Besnyöstraat 437,87,2,1087 LG,29-4-2016,325000,apartment,3,13-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49728346-eva-besnyostraat-437/,2006
223,Westerlengte 171,76,2,1034 TC,15-3-2016,180000,apartment,3,7-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49778705-westerlengte-171/,1977
224,KNSM-laan 722,72,2,1019 LS,17-6-2016,297500,apartment,3,15-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85247259-knsm-laan-722/,1992
225,Elisabeth Wolffstraat 61 hs,60,2,1053 TS,15-1-2016,325000,apartment,3,1-2-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49616206-elisabeth-wolffstraat-61-hs/,1906
226,Sinjeur Semeynsstraat 64 -3,82,3,1061 GL,22-6-2016,159000,apartment,4,14-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49898093-sinjeur-semeynsstraat-64-3/,1945
227,Werkendamstraat 47,46,1,1107 KK,3-3-2014,110000,apartment,2,1-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-84301519-werkendamstraat-47/,1982
228,Hof van Versailles 56,170,4,1064 NZ,22-4-2016,529000,house,5,26-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49712477-hof-van-versailles-56/,1998
229,Laplacestraat 37 -hs,90,3,1098 HR,13-5-2016,399000,apartment,4,23-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49732866-laplacestraat-37-hs/,1906
230,Nickeriestraat 35 I/III,97,4,1058 VV,16-4-2016,399000,apartment,5,4-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49715454-nickeriestraat-35-i-iii/,1906
231,Hendrik de Bruynstraat 5 -2,61,2,1065 EB,7-5-2016,160000,apartment,3,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49735154-hendrik-de-bruynstraat-5-2/,1958
232,Baetostraat 13 2,50,1,1055 ER,30-4-2016,200000,apartment,2,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49720746-baetostraat-13-2/,1939
233,Cannenburg 94,170,4,1081 HD,16-4-2016,650000,house,5,11-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49715620-cannenburg-94/,1964
234,Lumeijstraat 22 -I,77,2,1056 VX,30-6-2016,325000,apartment,3,15-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49806870-lumeijstraat-22-i/,1922
235,Hugo de Grootkade 46 0,48,1,1052 LV,11-6-2016,265000,apartment,2,22-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49887991-hugo-de-grootkade-46-0/,1894
236,Noordzijde 87,70,1,1064 MB,2-5-2016,185000,apartment,2,18-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49711298-noordzijde-87/,1986
237,Panamalaan 16,134,2,1019 AZ,10-5-2016,525000,apartment,3,6-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49737665-panamalaan-16/,2000
238,Polanenstraat 228,46,1,1013 WD,19-5-2016,200000,apartment,2,8-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748008-polanenstraat-228/,1931
239,Dostojevskisingel 153,60,1,1102 XL,9-7-2015,125000,apartment,2,14-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49430942-dostojevskisingel-153/,1983
240,Lampongstraat 4 2,40,1,1094 AT,30-4-2016,179500,apartment,2,30-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49720867-lampongstraat-4-2/,1914
241,Ladogameerhof 182,72,2,1060 RE,19-5-2016,195000,apartment,3,8-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748800-ladogameerhof-182/,1997
242,Wamelplein 86,61,1,1106 DR,23-3-2016,125000,apartment,3,11-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49787939-wamelplein-86/,1983
243,Abbenesstraat 20 I,65,2,1059 TE,28-6-2016,300000,apartment,3,15-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49805827-abbenesstraat-20-i/,1930
244,Staringstraat 9 K,72,2,1054 VM,18-4-2016,350000,apartment,3,12-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49715627-staringstraat-9-k/,1990
245,Andijkstraat 13,70,3,1023 VW,4-5-2016,240000,house,4,31-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49722227-andijkstraat-13/,1945
246,Schiermonnikoogstraat 12,84,3,1025 RD,29-4-2016,250000,house,4,25-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49728710-schiermonnikoogstraat-12/,1906
247,Van Hilligaertstraat 240,50,1,1072 PM,12-5-2016,275000,apartment,2,9-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49730672-van-hilligaertstraat-240/,1906
248,Brederodestraat 101 hs,90,2,1054 VD,19-5-2016,549500,apartment,4,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49748897-brederodestraat-101-hs/,1910
249,P. Hans Frankfurthersingel 182,193,4,1060 TN,31-3-2016,459000,house,6,2-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49798833-p-hans-frankfurthersingel-182/,2003
250,Geervliet 107,85,2,1082 NM,21-5-2016,295000,apartment,3,14-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49749237-geervliet-107/,1986
251,Hofgeest 23,90,2,1102 EA,14-5-2016,175000,apartment,4,13-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49745532-hofgeest-23/,1970
252,Admiraal De Ruijterweg 453 IV,67,1,1055 MG,26-5-2016,289000,apartment,2,13-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49867751-admiraal-de-ruijterweg-453-iv/,1931
253,Cannenburg 72,180,2,1081 HC,10-5-2016,625000,house,4,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49737323-cannenburg-72/,1967
254,Funenpark 197,141,3,1018 AK,28-11-2015,600000,apartment,4,29-3-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49677205-funenpark-197/,2002
255,Hobbemakade 76 2,47,1,1071 XN,18-3-2016,260000,apartment,2,6-4-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49773408-hobbemakade-76-2/,1906
256,Hoofdweg 339 -H,58,1,1056 CN,28-5-2016,250000,apartment,2,23-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49869222-hoofdweg-339-h/,1927
257,Eastonstraat 63,76,2,1068 JB,10-5-2016,159000,apartment,3,6-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49738479-eastonstraat-63/,1961
258,Jacob van Lennepstraat 243 A,46,1,1053 JD,21-5-2016,210000,apartment,2,24-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49737538-jacob-van-lennepstraat-243-a/,1904
259,Geuzenstraat 25 HS,58,1,1056 KA,30-4-2016,265000,apartment,2,20-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49720991-geuzenstraat-25-hs/,1940
260,Nicolaas Witsenkade 27 B,82,2,1017 ZT,15-5-2016,710000,apartment,3,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49745522-nicolaas-witsenkade-27-b/,1891
261,Wierdestraat 30,77,3,1069 VW,10-5-2016,189500,house,5,20-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49736212-wierdestraat-30/,1960
262,Zwaagstraat 29,65,3,1023 AP,19-5-2016,275000,house,4,13-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/huis-49748402-zwaagstraat-29/,1927
263,Herculesstraat 38 A,64,2,1076 SN,1-7-2016,300000,apartment,3,15-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49892420-herculesstraat-38-a/,1930
264,Tweede Helmersstraat 51 III,147,3,1054 CD,4-6-2016,995000,apartment,6,20-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49879559-tweede-helmersstraat-51-iii/,1906
265,Wolbrantskerkweg 199 C + PP,78,2,1069 CL,18-6-2016,200000,apartment,3,13-7-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49883985-wolbrantskerkweg-199-c-pp/,2008
266,Esmoreitstraat 17 II,58,2,1055 BZ,21-5-2016,225000,apartment,3,10-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-85106072-esmoreitstraat-17-ii/,1939
267,Curaçaostraat 81 -III,59,2,1058 BP,18-5-2016,300000,apartment,3,25-5-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49746802-curacaostraat-81-iii/,1935
268,Hoofdweg 885 +PP,105,3,1055 SC,13-5-2016,345000,apartment,4,3-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49732468-hoofdweg-885-pp/,2008
269,Johan Huizingalaan 260 I,71,2,1065 JM,31-5-2016,175000,apartment,3,17-6-2016,http://www.funda.nl/koop/verkocht/amsterdam/appartement-49862827-johan-huizingalaan-260-i/,1945
